"ID","Brand","Internal Reference","Name","Google Meta Description","Google Sales Price","Item Condition","Website URL","Available in Stock","Product Images/Image URL"
"105436","BASSANI XHAUST","10-1800-1511","BASSANI XHAUST  1S18RB","86-17 SOFTAIL B1 POWER 2:1 FS BLACK Contact us for more details!","1276.38","","/shop/105436-bassani-xhaust-1s18rb","True","https://www.micpartsonline.com/lf/i/MjkxNDA="
"105514","BASSANI XHAUST","10-1800-2242","BASSANI XHAUST  1S21FB","18-21 SOFTAIL FS 2:2 SWEEPER BLACK Contact us for more details!","1142.46","","/shop/105514-bassani-xhaust-1s21fb","True","https://www.micpartsonline.com/lf/i/MjkyMTg="
"105517","BASSANI XHAUST","10-1800-2246","BASSANI XHAUST  1S22FB","18-21 SOFTAIL SWEEPER 2:2 BLACK W/SLOTS Contact us for more details!","1184.31","","/shop/105517-bassani-xhaust-1s22fb","True","https://www.micpartsonline.com/lf/i/MjkyMjE="
"105433","BASSANI XHAUST","10-1800-1508","BASSANI XHAUST  1S24D","86-17 SOFTAIL PRO-STREET 2:2 FS T/O CHR --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1223.95","","/shop/105433-bassani-xhaust-1s24d","","https://www.micpartsonline.com/lf/i/MjkxMzc="
"105434","BASSANI XHAUST","10-1800-1509","BASSANI XHAUST  1S24DB","86-17 SOFTAIL PRO-STREET 2:2 FS T/O BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1196.95","","/shop/105434-bassani-xhaust-1s24db","","https://www.micpartsonline.com/lf/i/MjkxMzg="
"105450","BASSANI XHAUST","10-1800-1670","BASSANI XHAUST  1S26E-33","07-17 SOFTAIL 33"" FISHTAIL 2:2 FS CHR NO BAFFLE --- 1-3/4"" HEAD PIPES THAT STEP INTO 1-7/8"" MUFFLER","1954.3500000000001","","/shop/105450-bassani-xhaust-1s26e-33","True","https://www.micpartsonline.com/lf/i/MjkxNTQ="
"105440","BASSANI XHAUST","10-1800-1592","BASSANI XHAUST  1S32R","13-17 BREAKOUT ROADRAGE 2:1 FS SHORT CHR --- CUSTOM ORDER","1457.95","","/shop/105440-bassani-xhaust-1s32r","","https://www.micpartsonline.com/lf/i/MjkxNDQ="
"105441","BASSANI XHAUST","10-1800-1593","BASSANI XHAUST  1S32RB","13-17 BREAKOUT ROADRAGE 2:1 FS SHORT BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1372.45","","/shop/105441-bassani-xhaust-1s32rb","","https://www.micpartsonline.com/lf/i/MjkxNDU="
"105521","BASSANI XHAUST","10-1800-2278","BASSANI XHAUST  1S34D","18-21 SOFTAIL PRO STR FS 2:2 CHROME --- FITS 18-19 FXFB/FLFB/FXDRS","1217.79","","/shop/105521-bassani-xhaust-1s34d","True","https://www.micpartsonline.com/lf/i/MjkyMjU="
"105522","BASSANI XHAUST","10-1800-2279","BASSANI XHAUST  1S34DB","18-21 SOFTAIL PRO STR FS 2:2 BLK --- FITS 18-19 FXFB/FLFB/FXDRS","1184.31","","/shop/105522-bassani-xhaust-1s34db","","https://www.micpartsonline.com/lf/i/MjkyMjY="
"105563","BASSANI XHAUST","10-1800-2432","BASSANI XHAUST  1S35D","18-21 FXBB PRO STREET 2:2 CHROME Contact us for more details!","1223.95","","/shop/105563-bassani-xhaust-1s35d","","https://www.micpartsonline.com/lf/i/MjkyNjc="
"105564","BASSANI XHAUST","10-1800-2433","BASSANI XHAUST  1S35DB","18-21 FXBB PRO STREET 2:2 BLACK Contact us for more details!","1113.16","","/shop/105564-bassani-xhaust-1s35db","True","https://www.micpartsonline.com/lf/i/MjkyNjg="
"105451","BASSANI XHAUST","10-1800-1737","BASSANI XHAUST  1S46E-33","07-17 SOFTAIL 33"" FISHTAIL 2:2 FS CHR NO BAFFLE --- 1-3/4"" HEAD PIPE THAT STEP INTO A 2-1/4"" MUFFLER","2038.05","","/shop/105451-bassani-xhaust-1s46e-33","True","https://www.micpartsonline.com/lf/i/MjkxNTU="
"105452","BASSANI XHAUST","10-1800-1738","BASSANI XHAUST  1S46E-36","07-17 SOFTAIL 36"" FISHTAIL 2:2 FS CHR NO BAFFLE --- 1-3/4"" HEAD PIPE THAT STEP INTO A 2-1/4"" MUFFLER","2038.05","","/shop/105452-bassani-xhaust-1s46e-36","True","https://www.micpartsonline.com/lf/i/MjkxNTY="
"105562","BASSANI XHAUST","10-1800-2431","BASSANI XHAUST  1S50SS","18-21 FXBB EXHAUST 2:1 SS 5OTH --- REQUIRES PASSENGER PEG RELOCATION IF EQUIPED","1468.89","","/shop/105562-bassani-xhaust-1s50ss","True","https://www.micpartsonline.com/lf/i/MjkyNjY="
"105513","BASSANI XHAUST","10-1800-2239","BASSANI XHAUST  1S62RB","18-21 FXBR ROAD RAGE 2 2:1 BLACK Contact us for more details!","1334.97","","/shop/105513-bassani-xhaust-1s62rb","True","https://www.micpartsonline.com/lf/i/MjkyMTc="
"105453","BASSANI XHAUST","10-1800-1742","BASSANI XHAUST  1S66E-30","07-17 SOFTAIL 30"" FISHTAIL 2:2 FS CHR w/BAFFLE --- 1-3/4"" HEAD PIPE THAT STEP INTO A 2-1/4"" MUFFLER","2125.93","","/shop/105453-bassani-xhaust-1s66e-30","True","https://www.micpartsonline.com/lf/i/MjkxNTc="
"105454","BASSANI XHAUST","10-1800-1743","BASSANI XHAUST  1S66E-33","07-17 SOFTAIL 33"" FISHTAIL 2:2 FS CHR w/BAFFLE --- 1-3/4"" HEAD PIPE THAT STEP INTO A 2-1/4"" MUFFLER","2125.93","","/shop/105454-bassani-xhaust-1s66e-33","True","https://www.micpartsonline.com/lf/i/MjkxNTg="
"105455","BASSANI XHAUST","10-1800-1744","BASSANI XHAUST  1S66E-36","07-17 SOFTAIL 36"" FISHTAIL 2:2 FS CHR w/BAFFLE --- 1-3/4"" HEAD PIPE THAT STEP INTO A 2-1/4"" MUFFLER","2125.93","","/shop/105455-bassani-xhaust-1s66e-36","True","https://www.micpartsonline.com/lf/i/MjkxNTk="
"105601","BASSANI XHAUST","10-1800-2519","BASSANI XHAUST  1S72M","18-UP FXBB EXHAUST 2:1 BLACK CHROME Contact us for more details!","1757.65","","/shop/105601-bassani-xhaust-1s72m","","https://www.micpartsonline.com/lf/i/MjkzMDU="
"105518","BASSANI XHAUST","10-1800-2269","BASSANI XHAUST  1S72R","18-21 FXBB EXHAUST 2:1 CHROME Contact us for more details!","1389.3700000000001","","/shop/105518-bassani-xhaust-1s72r","True","https://www.micpartsonline.com/lf/i/MjkyMjI="
"105516","BASSANI XHAUST","10-1800-2245","BASSANI XHAUST  1S72RB","18-21 FXBB EXHAUST RR 2:1 BLK Contact us for more details!","1305.67","","/shop/105516-bassani-xhaust-1s72rb","True","https://www.micpartsonline.com/lf/i/MjkyMjA="
"105515","BASSANI XHAUST","10-1800-2243","BASSANI XHAUST  1S72SS","18-21 FXLR ROAD RAGE 3 FS 2:1 SS --- FITS","1452.15","","/shop/105515-bassani-xhaust-1s72ss","","https://www.micpartsonline.com/lf/i/MjkyMTk="
"105622","BASSANI XHAUST","10-1800-2558","BASSANI XHAUST  1S74B","EXH 2:1 RIPPER SHRT BLK Contact us for more details!","1343.34","","/shop/105622-bassani-xhaust-1s74b","True","https://www.micpartsonline.com/lf/i/MjkzMjY="
"105621","BASSANI XHAUST","10-1800-2557","BASSANI XHAUST  1S74SS","EXH 2:1 RIPPER SHRT SS Contact us for more details!","1452.15","","/shop/105621-bassani-xhaust-1s74ss","True","https://www.micpartsonline.com/lf/i/MjkzMjU="
"105535","BASSANI XHAUST","10-1800-2370","BASSANI XHAUST  1S76E-33","18-21 SOFTAIL EXHAUST FISH/T 33"" N/B Contact us for more details!","2125.93","","/shop/105535-bassani-xhaust-1s76e-33","","https://www.micpartsonline.com/lf/i/MjkyMzk="
"105536","BASSANI XHAUST","10-1800-2371","BASSANI XHAUST  1S76E-36","18-21 SOFTAIL EXHAUST FISH/T 36"" N/B --- CUSTOM ORDER","2025.49","","/shop/105536-bassani-xhaust-1s76e-36","True","https://www.micpartsonline.com/lf/i/MjkyNDA="
"105537","BASSANI XHAUST","10-1800-2372","BASSANI XHAUST  1S76E-39","18-21 SOFTAIL EXHAUST FISH/T 39"" N/B Contact us for more details!","2125.93","","/shop/105537-bassani-xhaust-1s76e-39","True","https://www.micpartsonline.com/lf/i/MjkyNDE="
"105549","BASSANI XHAUST","10-1800-2404","BASSANI XHAUST  1S76EB33","18 + SOFTAIL 1 7/8 FTAIL 33"" N/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1975.45","","/shop/105549-bassani-xhaust-1s76eb33","","https://www.micpartsonline.com/lf/i/MjkyNTM="
"105550","BASSANI XHAUST","10-1800-2405","BASSANI XHAUST  1S76EB36","18 + SOFTAIL 1 7/8 FTAIL 36"" N/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1975.45","","/shop/105550-bassani-xhaust-1s76eb36","","https://www.micpartsonline.com/lf/i/MjkyNTQ="
"105551","BASSANI XHAUST","10-1800-2406","BASSANI XHAUST  1S76EB39","18 + SOFTAIL 1 7/8 FTAIL 39"" N/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1975.45","","/shop/105551-bassani-xhaust-1s76eb39","","https://www.micpartsonline.com/lf/i/MjkyNTU="
"105620","BASSANI XHAUST","10-1800-2556","BASSANI XHAUST  1S78SS","FXLR EXH 2:1 SS SUPER BIKE Contact us for more details!","2021.31","","/shop/105620-bassani-xhaust-1s78ss","True","https://www.micpartsonline.com/lf/i/MjkzMjQ="
"105531","BASSANI XHAUST","10-1800-2363","BASSANI XHAUST  1S81R","18-21 FLSB EXHAUST RR3 2:1 CHR --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1493.95","","/shop/105531-bassani-xhaust-1s81r","","https://www.micpartsonline.com/lf/i/MjkyMzU="
"105532","BASSANI XHAUST","10-1800-2364","BASSANI XHAUST  1S81RB","18-21 FLSB EXHAUST RR3 2:1 BLK Contact us for more details!","1305.67","","/shop/105532-bassani-xhaust-1s81rb","True","https://www.micpartsonline.com/lf/i/MjkyMzY="
"105533","BASSANI XHAUST","10-1800-2365","BASSANI XHAUST  1S81SS","18-21 FLSB EXHAUST RR3 2:1 SS Contact us for more details!","1452.15","","/shop/105533-bassani-xhaust-1s81ss","True","https://www.micpartsonline.com/lf/i/MjkyMzc="
"105538","BASSANI XHAUST","10-1800-2373","BASSANI XHAUST  1S86E-33","18-21 SOFTAIL EXHAUST FISH/T 33"" N/B --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","2371.4500000000003","","/shop/105538-bassani-xhaust-1s86e-33","","https://www.micpartsonline.com/lf/i/MjkyNDI="
"105539","BASSANI XHAUST","10-1800-2374","BASSANI XHAUST  1S86E-36","18-21 SOFTAIL EXHAUST FISH/T 36"" N/B --- ** CUSTOM ORDER **","2205.4500000000003","","/shop/105539-bassani-xhaust-1s86e-36","True","https://www.micpartsonline.com/lf/i/MjkyNDM="
"105540","BASSANI XHAUST","10-1800-2375","BASSANI XHAUST  1S86E-39","18-21 SOFTAIL EXHAUST FISH/T 39"" N/B Contact us for more details!","2205.4500000000003","","/shop/105540-bassani-xhaust-1s86e-39","True","https://www.micpartsonline.com/lf/i/MjkyNDQ="
"105552","BASSANI XHAUST","10-1800-2407","BASSANI XHAUST  1S86EB33","18 + SOFTAIL 2 1/4 FTAIL 33"" N/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","2051.95","","/shop/105552-bassani-xhaust-1s86eb33","","https://www.micpartsonline.com/lf/i/MjkyNTY="
"105553","BASSANI XHAUST","10-1800-2409","BASSANI XHAUST  1S86EB39","18 + SOFTAIL 2 1/4 FTAIL 39"" N/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","2051.95","","/shop/105553-bassani-xhaust-1s86eb39","","https://www.micpartsonline.com/lf/i/MjkyNTc="
"105523","BASSANI XHAUST","10-1800-2308","BASSANI XHAUST  1S91R","18-21 SOFTAIL EXHAUST 2:1 CHROME Contact us for more details!","1401.93","","/shop/105523-bassani-xhaust-1s91r","","https://www.micpartsonline.com/lf/i/MjkyMjc="
"105524","BASSANI XHAUST","10-1800-2309","BASSANI XHAUST  1S91RB","18-21 SOFTAIL EXHAUST 2:1 BLACK Contact us for more details!","1322.41","","/shop/105524-bassani-xhaust-1s91rb","","https://www.micpartsonline.com/lf/i/MjkyMjg="
"105529","BASSANI XHAUST","10-1800-2360","BASSANI XHAUST  1S92R","18-21 FXFB EXHAUST RR II 2:1 CHR Contact us for more details!","931.16","","/shop/105529-bassani-xhaust-1s92r","True","https://www.micpartsonline.com/lf/i/MjkyMzM="
"105530","BASSANI XHAUST","10-1800-2362","BASSANI XHAUST  1S92SS","18-21 FXFB EXHAUST RR3 2:1 SS Contact us for more details!","1418.67","","/shop/105530-bassani-xhaust-1s92ss","True","https://www.micpartsonline.com/lf/i/MjkyMzQ="
"105527","BASSANI XHAUST","10-1800-2357","BASSANI XHAUST  1S94R","18-21 FLFB EXHAUST RR3 2:1 CHR --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1389.3700000000001","","/shop/105527-bassani-xhaust-1s94r","","https://www.micpartsonline.com/lf/i/MjkyMzE="
"105528","BASSANI XHAUST","10-1800-2358","BASSANI XHAUST  1S94RB","18-21 FLFB EXHAUST RR3 2:1 BLK Contact us for more details!","1305.67","","/shop/105528-bassani-xhaust-1s94rb","True","https://www.micpartsonline.com/lf/i/MjkyMzI="
"105541","BASSANI XHAUST","10-1800-2376","BASSANI XHAUST  1S96E-33","18-21 SOFTAIL EXHAUST FISH/T 33"" W/B Contact us for more details!","2284.96","","/shop/105541-bassani-xhaust-1s96e-33","True","https://www.micpartsonline.com/lf/i/MjkyNDU="
"105542","BASSANI XHAUST","10-1800-2377","BASSANI XHAUST  1S96E-36","18-21 SOFTAIL EXHAUST FISH/T 36"" W/B Contact us for more details!","2284.96","","/shop/105542-bassani-xhaust-1s96e-36","True","https://www.micpartsonline.com/lf/i/MjkyNDY="
"105554","BASSANI XHAUST","10-1800-2410","BASSANI XHAUST  1S96EB33","18 + SOFTAIL 2 1/4 FTAIL 33"" W/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","2128.45","","/shop/105554-bassani-xhaust-1s96eb33","","https://www.micpartsonline.com/lf/i/MjkyNTg="
"105555","BASSANI XHAUST","10-1800-2411","BASSANI XHAUST  1S96EB36","18 + SOFTAIL 2 1/4 FTAIL 36"" W/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","2128.45","","/shop/105555-bassani-xhaust-1s96eb36","","https://www.micpartsonline.com/lf/i/MjkyNTk="
"105556","BASSANI XHAUST","10-1800-2412","BASSANI XHAUST  1S96EB39","18 + SOFTAIL 2 1/4 FTAIL 39"" W/B BLK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","2128.45","","/shop/105556-bassani-xhaust-1s96eb39","","https://www.micpartsonline.com/lf/i/MjkyNjA="
"105442","BASSANI XHAUST","10-1800-1611","BASSANI XHAUST  1SD1F","86-17 SOFT/91-17 DYNA SWEEPER 2:2 FS CHR Contact us for more details!","1192.68","","/shop/105442-bassani-xhaust-1sd1f","True","https://www.micpartsonline.com/lf/i/MjkxNDY="
"105443","BASSANI XHAUST","10-1800-1612","BASSANI XHAUST  1SD1FB","86-17 SOFT/91-17 DYNA SWEEPER 2:2 FS BLK Contact us for more details!","1242.9","","/shop/105443-bassani-xhaust-1sd1fb","True","https://www.micpartsonline.com/lf/i/MjkxNDc="
"105444","BASSANI XHAUST","10-1800-1613","BASSANI XHAUST  1SD2F","86-17 SOFT/91-17 DYNA SWEEPER 2:2 FS B/C --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1403.95","","/shop/105444-bassani-xhaust-1sd2f","","https://www.micpartsonline.com/lf/i/MjkxNDg="
"105445","BASSANI XHAUST","10-1800-1614","BASSANI XHAUST  1SD2FB","86-17 SOFT/91-17 DYNA SWEEPER 2:2 FS C/B --- WITH SLOTTED HOLES","1305.67","","/shop/105445-bassani-xhaust-1sd2fb","True","https://www.micpartsonline.com/lf/i/MjkxNDk="
"105812","BASSANI XHAUST","10-1802-0297","BASSANI XHAUST  1TG19","TRI-GLIDE ADAPTER KIT Contact us for more details!","148.94","","/shop/105812-bassani-xhaust-1tg19","True","https://www.micpartsonline.com/lf/i/Mjk1MTU="
"105409","BASSANI XHAUST","10-1800-1274","BASSANI XHAUST  1V12J","02-05 VRSCA/B ROAD RAGE 2:1 FS SHRT CHR Contact us for more details!","1209.42","","/shop/105409-bassani-xhaust-1v12j","True","https://www.micpartsonline.com/lf/i/MjkxMTM="
"105639","BASSANI XHAUST","10-1801-0516","BASSANI XHAUST  1V17RB","09-17 VRSCF 4"" STRAIGHT TUBE SO BLACK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","926.95","","/shop/105639-bassani-xhaust-1v17rb","","https://www.micpartsonline.com/lf/i/MjkzNDI="
"105425","BASSANI XHAUST","10-1800-1319","BASSANI XHAUST  1V18R","02-05 VROD B1 POWER 2:1 FS CHROME --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1493.95","","/shop/105425-bassani-xhaust-1v18r","","https://www.micpartsonline.com/lf/i/MjkxMjk="
"105410","BASSANI XHAUST","10-1800-1277","BASSANI XHAUST  1V22JB","07-16 VRSCAW/DX/X RD RAGE 2:1 FS SH BLK Contact us for more details!","1171.75","","/shop/105410-bassani-xhaust-1v22jb","","https://www.micpartsonline.com/lf/i/MjkxMTQ="
"105423","BASSANI XHAUST","10-1800-1315","BASSANI XHAUST  1V38R","07-17 VRSCAW,DX,X B1 POWER 2:1 FS CHROME --- MODELS WITH FORWARD CONTROLS ONLY","1305.67","","/shop/105423-bassani-xhaust-1v38r","","https://www.micpartsonline.com/lf/i/MjkxMjc="
"105424","BASSANI XHAUST","10-1800-1316","BASSANI XHAUST  1V38RB","07-17 VRSCAW,DX,X B1 POWER 2:1 FS BLACK --- MODELS WITH FORWARD CONTROLS ONLY","1334.97","","/shop/105424-bassani-xhaust-1v38rb","True","https://www.micpartsonline.com/lf/i/MjkxMjg="
"105637","BASSANI XHAUST","10-1801-0479","BASSANI XHAUST  1X17B","04-13 XL FIREPOWER SLASH-DOWN SO*2 Contact us for more details!","573.3000000000001","","/shop/105637-bassani-xhaust-1x17b","","https://www.micpartsonline.com/lf/i/MjkzNDA="
"105636","BASSANI XHAUST","10-1801-0478","BASSANI XHAUST  1X17F","04-13 XL FIREPOWER SLASH-CUT SO*2 --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","616.45","","/shop/105636-bassani-xhaust-1x17f","","https://www.micpartsonline.com/lf/i/MjkzMzk="
"105438","BASSANI XHAUST","10-1800-1556","BASSANI XHAUST  1X22R","04-13 XL MEGA POWER 2:1 FS CHROME Contact us for more details!","1403.95","","/shop/105438-bassani-xhaust-1x22r","","https://www.micpartsonline.com/lf/i/MjkxNDI="
"105439","BASSANI XHAUST","10-1800-1557","BASSANI XHAUST  1X22RB","04-13 XL MEGA POWER 2:1 FS BLACK Contact us for more details!","1230.34","","/shop/105439-bassani-xhaust-1x22rb","","https://www.micpartsonline.com/lf/i/MjkxNDM="
"105655","BASSANI XHAUST","10-1801-0685","BASSANI XHAUST  1X27SB","14-21 XL 3"" SO CHR/SLASH DOWN BLK TIP*2 --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","791.95","","/shop/105655-bassani-xhaust-1x27sb","","https://www.micpartsonline.com/lf/i/MjkzNTg="
"105653","BASSANI XHAUST","10-1801-0683","BASSANI XHAUST  1X27T","14-21 XL 3"" SO CHR/STRAIGHT CUT BLK TP*2 Contact us for more details!","736.51","","/shop/105653-bassani-xhaust-1x27t","True","https://www.micpartsonline.com/lf/i/MjkzNTY="
"105654","BASSANI XHAUST","10-1801-0684","BASSANI XHAUST  1X27TB","14-21 XL 3"" SO BLK/STRAIGHT CUT BLK TP*2 Contact us for more details!","482.44","","/shop/105654-bassani-xhaust-1x27tb","True","https://www.micpartsonline.com/lf/i/MjkzNTc="
"105448","BASSANI XHAUST","10-1800-1638","BASSANI XHAUST  1X2FB","14-20 XL SWEEPER RADIUS 2:2 FS BLK/BLK Contact us for more details!","1079.68","","/shop/105448-bassani-xhaust-1x2fb","True","https://www.micpartsonline.com/lf/i/MjkxNTI="
"105449","BASSANI XHAUST","10-1800-1639","BASSANI XHAUST  1X2FC","14-20 XL SWEEPER RADIUS 2:2 FS CHR/CHR --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1223.95","","/shop/105449-bassani-xhaust-1x2fc","","https://www.micpartsonline.com/lf/i/MjkxNTM="
"105446","BASSANI XHAUST","10-1800-1636","BASSANI XHAUST  1X32R","14-20 XL MEGA POWER 2:1 FS CHROME Contact us for more details!","1255.45","","/shop/105446-bassani-xhaust-1x32r","","https://www.micpartsonline.com/lf/i/MjkxNTA="
"105447","BASSANI XHAUST","10-1800-1637","BASSANI XHAUST  1X32RB","14-20 XL MEGA POWER 2:1 FS BLACK Contact us for more details!","1184.31","","/shop/105447-bassani-xhaust-1x32rb","True","https://www.micpartsonline.com/lf/i/MjkxNTE="
"105574","BASSANI XHAUST","10-1800-2464","BASSANI XHAUST  1X3FB","17-21 XLCX EXHAUST SWEEPER BLK --- ** CUSTOM ORDER **","1104.79","","/shop/105574-bassani-xhaust-1x3fb","True","https://www.micpartsonline.com/lf/i/MjkyNzg="
"105575","BASSANI XHAUST","10-1800-2465","BASSANI XHAUST  1X3FC","17-21 XLCX EXHAUST SWEEPER CHR Contact us for more details!","1217.79","","/shop/105575-bassani-xhaust-1x3fc","True","https://www.micpartsonline.com/lf/i/MjkyNzk="
"105565","BASSANI XHAUST","10-1800-2436","BASSANI XHAUST  1X42R","86-03 XL EXHAUST RR 2:1 CHROME Contact us for more details!","1255.45","","/shop/105565-bassani-xhaust-1x42r","","https://www.micpartsonline.com/lf/i/MjkyNjk="
"105566","BASSANI XHAUST","10-1800-2437","BASSANI XHAUST  1X42RB","86-03 XL EXHAUST RR 2:1 BLACK --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1273.45","","/shop/105566-bassani-xhaust-1x42rb","","https://www.micpartsonline.com/lf/i/MjkyNzA="
"105485","BASSANI XHAUST","10-1800-2103","BASSANI XHAUST  1X42SS","86-03 XL ROAD RAGE 3 FS 2:1 SS --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1354.45","","/shop/105485-bassani-xhaust-1x42ss","","https://www.micpartsonline.com/lf/i/MjkxODk="
"105567","BASSANI XHAUST","10-1800-2438","BASSANI XHAUST  1X52R","04-21 XL EXHAUST RR 2:1 CHROME --- CUSTOM ORDER ONLY, CONTACT CUSTOMER SERVICE FOR CURRENT PRICING AND LEAD TIME","1349.95","","/shop/105567-bassani-xhaust-1x52r","","https://www.micpartsonline.com/lf/i/MjkyNzE="
"105568","BASSANI XHAUST","10-1800-2439","BASSANI XHAUST  1X52RB","04-21 XL EXHAUST RR 2:1 BLACK --- DOES NOT FIT FRWD CONTROL MODELS","1184.31","","/shop/105568-bassani-xhaust-1x52rb","","https://www.micpartsonline.com/lf/i/MjkyNzI="
"105486","BASSANI XHAUST","10-1800-2104","BASSANI XHAUST  1X52SS","04-20 XL ROAD RAGE 3 FS 2:1 SS --- DOES NOT FIT FRWD CONTROL MODELS","1259.64","","/shop/105486-bassani-xhaust-1x52ss","True","https://www.micpartsonline.com/lf/i/MjkxOTA="
"106535","BASSANI XHAUST","10-1812-0168","BASSANI XHAUST  31115A","99-07 XV16/1700 TRUE DUAL HEADERS CHR --- 2020 STREET CATALOGUE CORRECTION FITS 99-07","816.03","","/shop/106535-bassani-xhaust-31115a","True","https://www.micpartsonline.com/lf/i/MzAyNDk="
"105634","BASSANI XHAUST","10-1801-0452","BASSANI XHAUST  31117B","99-17 SOFTAIL 3"" SLASHCUT SO CHROME*2 Contact us for more details!","657.0","","/shop/105634-bassani-xhaust-31117b","True","https://www.micpartsonline.com/lf/i/MjkzMzc="
"105635","BASSANI XHAUST","10-1801-0453","BASSANI XHAUST  31117C","99-17 SOFTAIL 3"" SLANTCUT SO CHROME*2 Contact us for more details!","657.0","","/shop/105635-bassani-xhaust-31117c","True","https://www.micpartsonline.com/lf/i/MjkzMzg="
"105877","BASSANI XHAUST","10-1810-2231","BASSANI XHAUST  3B1F2B","14-18 BOLT 950 STREET SWEEPER 2:2 FS BLK Contact us for more details!","1113.16","","/shop/105877-bassani-xhaust-3b1f2b","True","https://www.micpartsonline.com/lf/i/Mjk1ODI="
"106368","BASSANI XHAUST","10-1811-3877","BASSANI XHAUST  5Z627","09-19 ZX636 MEGAPHONE SO SS Contact us for more details!","322.01","","/shop/106368-bassani-xhaust-5z627","True","https://www.micpartsonline.com/lf/i/MzAwOTc="
"106369","BASSANI XHAUST","10-1811-3878","BASSANI XHAUST  5Z627B","09-19 ZX636 MEGAPHONE SO BLK Contact us for more details!","432.45","","/shop/106369-bassani-xhaust-5z627b","True","https://www.micpartsonline.com/lf/i/MzAwOTg="
"106120","BASSANI XHAUST","10-1811-2890","BASSANI XHAUST  6S17","15-16 POLARIS SLINGSHOT SO SS Contact us for more details!","627.75","","/shop/106120-bassani-xhaust-6s17","True","https://www.micpartsonline.com/lf/i/Mjk4MDk="
"106566","BASSANI XHAUST","10-1812-0302","BASSANI XHAUST  6S19","SLINGSHOT DOWN PIPE Contact us for more details!","234.83","","/shop/106566-bassani-xhaust-6s19","True","https://www.micpartsonline.com/lf/i/MzAyODA="
"105862","BASSANI XHAUST","10-1810-1996","BASSANI XHAUST  6V23D","06-16 VEGAS/KINGPIN PRO-ST TO 2:2 FS CH Contact us for more details!","1217.79","","/shop/105862-bassani-xhaust-6v23d","True","https://www.micpartsonline.com/lf/i/Mjk1Njc="
"105863","BASSANI XHAUST","10-1810-1997","BASSANI XHAUST  6V23DB","06-16 VEGAS/KINGPIN PRO-ST TO 2:2 FS BK Contact us for more details!","1184.31","","/shop/105863-bassani-xhaust-6v23db","True","https://www.micpartsonline.com/lf/i/Mjk1Njg="
"106243","BASSANI XHAUST","10-1811-3434","BASSANI XHAUST  8C16BSB","INDIAN CHIEFTAIN TRUE DUAL FS BLK Contact us for more details!","2075.71","","/shop/106243-bassani-xhaust-8c16bsb","True","https://www.micpartsonline.com/lf/i/Mjk5MzQ="
"106244","BASSANI XHAUST","10-1811-3435","BASSANI XHAUST  8C16S","INDIAN CHIEFTAIN TRUE DUAL FS CHR Contact us for more details!","2251.48","","/shop/106244-bassani-xhaust-8c16s","True","https://www.micpartsonline.com/lf/i/Mjk5MzU="
